CABra dataset - Soil attributes
 
soil_type is the most common taxonomy of soil.
soil_textclass is the textural class of soil based on the USDA textural classification.
soil_sand, soil_silt and soil_clay are the fraction of sand, silt and clay in the soil, respectively.
soil_carbon is the fraction of organic carbon in the soil.
soil_bulk and soil_depth are the bulk density and depth to the bedrock, respectively.
 
  CABra ID	     ANA ID	       soil_type	  soil_textclass	  soil_sand	  soil_silt	  soil_clay	soil_carbon	  soil_bulk	 soil_depth
          	           	                	                	          %	          %	          %	          ‰	     g cm¯³	          m
       660	   41440005	      Ferralsols	       Clay loam	     33.052	     37.684	     43.572	     18.727	     24.227	      1.346
       661	   41685000	      Ferralsols	 Sandy clay loam	      4.120	     31.922	     49.401	     18.694	     26.530	      1.367
       662	   41780002	      Ferralsols	 Sandy clay loam	     20.346	     30.595	     51.596	     17.808	     31.348	      1.345
       663	   41890000	      Ferralsols	 Sandy clay loam	     10.670	     28.383	     52.487	     19.134	     33.542	      1.331
       664	   42187000	      Ferralsols	 Sandy clay loam	      1.466	     31.221	     49.695	     19.084	     27.692	      1.374
       665	   42250000	      Ferralsols	 Sandy clay loam	      7.017	     33.999	     47.471	     18.522	     30.674	      1.354
       666	   42257000	      Ferralsols	 Sandy clay loam	      3.776	     32.631	     48.481	     18.884	     29.143	      1.366
       667	   42365000	      Ferralsols	 Sandy clay loam	      6.154	     32.260	     50.791	     16.938	     28.771	      1.359
       668	   42435000	      Ferralsols	 Sandy clay loam	      3.329	     32.153	     48.800	     19.041	     26.490	      1.375
       669	   42460000	      Ferralsols	      Sandy clay	      6.374	     36.906	     46.260	     16.816	     38.772	      1.355
       670	   42490000	      Ferralsols	      Sandy clay	      5.724	     35.672	     46.214	     18.099	     37.120	      1.357
       671	   42546000	      Ferralsols	 Sandy clay loam	      1.847	     31.754	     49.580	     18.668	     34.847	      1.380
       672	   42840000	      Ferralsols	      Sandy clay	      7.608	     36.084	     48.323	     15.573	     31.921	      1.344
       673	   42860000	      Ferralsols	 Sandy clay loam	      3.942	     29.002	     54.379	     16.622	     29.397	      1.371
       674	   45170001	      Ferralsols	 Sandy clay loam	      3.151	     21.850	     62.035	     16.105	     31.842	      1.414
       675	   45590000	      Ferralsols	 Sandy clay loam	      8.898	     23.665	     61.137	     15.183	     32.545	      1.416
       676	   45740001	      Ferralsols	 Sandy clay loam	     12.814	     23.030	     62.133	     14.810	     31.586	      1.417
       677	   45770000	      Ferralsols	 Sandy clay loam	      8.084	     23.647	     60.160	     16.185	     31.894	      1.414
       678	   45880000	      Ferralsols	 Sandy clay loam	      5.570	     23.399	     60.342	     16.246	     29.898	      1.414
       679	   46415000	      Ferralsols	 Sandy clay loam	     15.417	     22.983	     61.784	     15.217	     32.927	      1.418
       680	   46455000	      Ferralsols	 Sandy clay loam	     17.940	     26.578	     57.036	     16.382	     35.621	      1.401
       681	   46490000	      Ferralsols	 Sandy clay loam	     13.085	     23.142	     62.292	     14.545	     30.859	      1.426
       682	   46543000	      Ferralsols	 Sandy clay loam	     17.459	     24.721	     59.127	     16.143	     32.403	      1.404
       683	   46570000	      Ferralsols	 Sandy clay loam	     25.484	     28.702	     53.729	     17.579	     43.689	      1.385
       684	   46590000	      Ferralsols	 Sandy clay loam	     19.118	     25.765	     56.994	     17.243	     35.391	      1.402
       685	   46770000	      Ferralsols	 Sandy clay loam	     20.148	     25.568	     58.506	     15.915	     37.022	      1.414
       686	   46998000	      Ferralsols	 Sandy clay loam	     10.710	     27.634	     54.095	     18.270	     30.419	      1.397
       687	   47249000	      Ferralsols	 Sandy clay loam	     13.987	     24.822	     56.464	     18.713	     27.916	      1.426
       688	   48850000	       Leptosols	 Sandy clay loam	      2.672	     20.639	     58.975	     20.391	     23.207	      1.464
       689	   53790000	      Ferralsols	 Sandy clay loam	      9.958	     31.384	     52.579	     16.057	     28.416	      1.362
       690	   58442000	      Ferralsols	 Sandy clay loam	     34.143	     34.641	     47.562	     17.766	     18.545	      1.258
       691	   58826000	      Ferralsols	 Sandy clay loam	     43.349	     33.330	     46.956	     19.707	     20.524	      1.227
       692	   58846000	      Ferralsols	      Sandy clay	     34.453	     35.364	     46.502	     18.086	     21.914	      1.254
       693	   58857000	      Ferralsols	      Sandy clay	     25.463	     36.173	     46.724	     17.105	     21.467	      1.284
       694	   58880001	      Ferralsols	 Sandy clay loam	     22.168	     33.203	     49.576	     17.221	     19.911	      1.306
       695	   60030000	      Ferralsols	      Sandy clay	      5.365	     36.891	     47.166	     15.933	     39.252	      1.356
       696	   60435100	      Ferralsols	 Sandy clay loam	      4.592	     30.048	     54.440	     15.501	     46.503	      1.375
       697	   60477400	      Ferralsols	      Sandy clay	     14.684	     36.292	     47.297	     16.423	     38.449	      1.328
       698	   60477600	      Ferralsols	      Sandy clay	     12.675	     36.728	     46.726	     16.562	     42.392	      1.334
       699	   60478500	      Ferralsols	      Sandy clay	     11.729	     38.639	     45.360	     15.983	     42.473	      1.323
       700	   60478600	      Ferralsols	            Clay	     14.262	     41.866	     40.844	     17.319	     41.579	      1.307
       701	   60500000	      Ferralsols	      Sandy clay	      7.192	     35.064	     47.848	     17.086	     38.017	      1.354
       702	   60540000	      Ferralsols	      Sandy clay	      6.484	     36.638	     45.617	     17.733	     37.324	      1.351
       703	   61175000	      Ferralsols	       Clay loam	     16.269	     38.010	     44.108	     17.897	     21.339	      1.370
       704	   61565000	      Ferralsols	      Sandy clay	     24.782	     37.117	     45.361	     17.583	     23.478	      1.293
       705	   61795000	      Ferralsols	 Sandy clay loam	      4.874	     34.643	     49.270	     16.073	     24.861	      1.365
       706	   61910000	      Ferralsols	      Sandy clay	     13.287	     35.238	     48.208	     16.551	     14.483	      1.362
       707	   61956001	      Ferralsols	 Sandy clay loam	      3.046	     26.706	     59.410	     13.871	     10.459	      1.386
       708	   62095100	       Cambisols	       Clay loam	     36.806	     36.006	     43.192	     20.814	     15.036	      1.176
       709	   62110000	      Ferralsols	 Sandy clay loam	     26.585	     34.089	     46.573	     19.332	     16.355	      1.225
       710	   62496001	      Ferralsols	 Sandy clay loam	     17.689	     31.837	     51.634	     16.544	     12.663	      1.293
       711	   62676000	      Ferralsols	 Sandy clay loam	     22.267	     33.129	     48.782	     18.085	     15.383	      1.276
       712	   62772500	      Ferralsols	      Sandy clay	      4.667	     36.356	     47.766	     15.876	     13.532	      1.357
       713	   63160000	      Ferralsols	 Sandy clay loam	      5.287	     24.484	     62.294	     13.205	      9.620	      1.390
       714	   64346000	      Ferralsols	 Sandy clay loam	      5.183	     24.557	     63.665	     11.767	      9.485	      1.416
       715	   64370000	      Ferralsols	       Clay loam	     15.478	     35.197	     44.109	     20.687	     10.826	      1.330
       716	   64491000	      Ferralsols	            Clay	     25.251	     41.273	     33.757	     24.969	     10.992	      1.292
       717	   65019700	      Ferralsols	       Clay loam	     28.431	     38.543	     38.434	     23.004	     13.896	      1.263
       718	   65415000	        Nitisols	            Clay	     25.015	     48.875	     23.800	     27.331	      8.710	      1.238
       719	   65855000	      Ferralsols	            Clay	     33.700	     53.631	     18.319	     28.061	      9.034	      1.265
       720	   66006000	      Ferralsols	 Sandy clay loam	     15.581	     24.539	     61.768	     13.682	     26.499	      1.370
       721	   66008000	      Ferralsols	      Sandy loam	     19.042	     19.389	     61.889	     18.726	     20.583	      1.387
       722	   66160000	      Ferralsols	 Sandy clay loam	     17.947	     20.981	     61.510	     17.501	     23.817	      1.394
       723	   75155000	      Ferralsols	            Clay	     64.637	     48.598	     25.729	     25.649	     10.118	      1.319
       724	   75205000	      Ferralsols	            Clay	     61.181	     46.378	     27.797	     25.798	     11.588	      1.326
       725	   75450000	      Ferralsols	            Clay	     31.666	     43.368	     30.216	     26.414	     10.824	      1.366
       726	   76100000	        Acrisols	       Clay loam	     36.928	     38.016	     33.458	     28.529	      9.834	      1.387
       727	   76300000	       Planosols	 Sandy clay loam	     24.355	     24.765	     49.672	     25.560	     14.235	      1.464
       728	   76440000	        Acrisols	       Clay loam	     34.546	     38.391	     34.019	     27.589	      9.172	      1.367
       729	   76460000	        Acrisols	       Clay loam	     29.089	     37.121	     35.715	     27.170	      8.332	      1.382
       730	   81380000	        Acrisols	       Clay loam	     23.970	     37.032	     38.924	     24.043	     10.744	      1.248
       731	   81683000	        Acrisols	       Clay loam	     24.145	     35.632	     41.198	     23.169	     11.878	      1.239
       732	   84950000	        Acrisols	       Clay loam	     42.145	     36.000	     38.311	     25.700	     12.662	      1.225
       733	   87160000	        Nitisols	       Clay loam	     46.311	     36.286	     33.631	     30.089	      8.264	      1.252
       734	   87399000	        Acrisols	 Sandy clay loam	     63.937	     26.609	     48.145	     25.237	     22.303	      1.409
       735	   87400000	        Acrisols	 Sandy clay loam	     63.178	     27.061	     47.498	     25.434	     21.106	      1.404
