CABra dataset - Soil attributes
 
soil_type is the most common taxonomy of soil.
soil_textclass is the textural class of soil based on the USDA textural classification.
soil_sand, soil_sand and soil_clay are the fraction of sand, silt and clay in the soil, respectively.
soil_carbon is the fraction of organic carbon in the soil.
soil_bulk and soil_depth are the bulk density and depth to the bedrock, respectively.
 
  CABra ID	     ANA ID	                 soil_type	  soil_textclass	  soil_sand	  soil_silt	  soil_clay	 soil_carbon	  soil_bulk	 soil_depth
          	           	                          	                	          %	          %	          %	          ‰	     g cm¯³	          m
       389	   60615000	          Haplic Ferrasols	      SANDY CLAY	     46.132	     15.506	     38.342	      2.721	      1.357	     37.667
       390	   60635000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.777	     18.587	     33.586	      9.500	      1.330	     32.572
       391	   60640000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.799	     18.472	     33.686	      7.774	      1.339	     32.819
       392	   60642000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.621	     18.430	     33.910	      8.133	      1.335	     32.830
       393	   60650000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.374	     18.126	     33.464	      7.479	      1.338	     34.117
       394	   60653000	          Haplic Ferrasols	      SANDY CLAY	     46.495	     15.228	     38.235	      8.537	      1.336	     39.110
       395	   60654000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.274	     18.383	     34.308	      6.906	      1.346	     32.671
       396	   60665000	          Haplic Ferrasols	 SANDY CLAY LOAM	     52.214	     16.712	     31.104	      3.896	      1.357	     32.747
       397	   60680000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.050	     18.199	     32.748	      4.763	      1.348	     33.507
       398	   60715000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.283	     18.902	     31.808	      4.753	      1.346	     31.902
       399	   60750000	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.226	     16.774	     30.021	      3.796	      1.357	     31.264
       400	   60765000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.316	     17.487	     31.211	      4.369	      1.359	     30.807
       401	   60772000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.653	     18.274	     32.081	      4.323	      1.351	     31.356
       402	   60774000	          Haplic Ferrasols	      SANDY CLAY	     48.423	     14.414	     37.159	      6.760	      1.337	     34.606
       403	   60778000	          Haplic Ferrasols	 SANDY CLAY LOAM	     52.883	     13.111	     34.000	      4.967	      1.350	     36.230
       404	   60781000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.494	     13.892	     34.610	      5.330	      1.346	     34.158
       405	   60785005	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.382	     13.179	     33.437	      5.946	      1.351	     33.857
       406	   60790000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.505	     14.366	     34.127	      5.370	      1.347	     33.047
       407	   60798000	          Haplic Ferrasols	 SANDY CLAY LOAM	     50.242	     15.161	     34.594	      4.987	      1.345	     31.068
       408	   60810000	          Haplic Ferrasols	            CLAY	     40.945	     18.406	     40.637	      2.734	      1.313	     31.727
       409	   60845000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.974	     15.047	     32.967	      4.051	      1.372	     26.070
       410	   60850000	          Haplic Ferrasols	 SANDY CLAY LOAM	     55.114	     14.579	     30.294	      4.777	      1.375	     24.698
       411	   60855000	          Haplic Ferrasols	 SANDY CLAY LOAM	     57.211	     14.494	     28.279	      3.763	      1.383	     23.564
       412	   60870000	          Haplic Ferrasols	 SANDY CLAY LOAM	     59.856	     14.078	     26.063	      2.301	      1.398	     24.517
       413	   60895000	          Haplic Ferrasols	      SANDY CLAY	     51.040	     13.446	     35.502	      6.517	      1.343	     38.299
       414	   60910000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.726	     14.395	     33.880	      7.936	      1.348	     37.351
       415	   60925001	          Haplic Ferrasols	 SANDY CLAY LOAM	     65.385	     13.088	     21.500	      1.403	      1.407	     17.089
       416	   60930000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.090	     15.364	     33.534	     16.260	      1.339	     35.224
       417	   60940000	          Haplic Ferrasols	 SANDY CLAY LOAM	     55.016	     14.165	     30.804	     12.189	      1.354	     33.312
       418	   60950000	          Haplic Ferrasols	 SANDY CLAY LOAM	     61.433	     12.816	     25.728	      7.242	      1.386	     24.710
       419	   60970000	          Haplic Ferrasols	 SANDY CLAY LOAM	     59.785	     12.583	     27.616	      6.786	      1.391	     23.926
       420	   61009000	          Haplic Ferrasols	      SANDY CLAY	     45.902	     18.756	     35.297	     36.595	      1.245	     20.404
       421	   61012000	          Haplic Ferrasols	      SANDY CLAY	     46.069	     17.752	     36.141	     25.902	      1.304	     21.260
       422	   61014000	          Haplic Cambisols	 SANDY CLAY LOAM	     45.021	     21.913	     33.062	     49.941	      1.160	     19.448
       423	   61024000	          Haplic Cambisols	 SANDY CLAY LOAM	     45.130	     20.557	     34.317	     46.039	      1.197	     20.655
       424	   61031000	          Haplic Cambisols	       CLAY LOAM	     44.318	     19.096	     36.591	     41.154	      1.253	     22.015
       425	   61045000	          Haplic Ferrasols	      SANDY CLAY	     45.047	     18.063	     36.894	     25.114	      1.317	     21.909
       426	   61052000	          Haplic Ferrasols	      SANDY CLAY	     45.247	     17.815	     36.919	     23.076	      1.328	     21.846
       427	   61060000	          Haplic Ferrasols	      SANDY CLAY	     45.195	     18.791	     36.019	     30.474	      1.287	     21.515
       428	   61075000	          Haplic Ferrasols	      SANDY CLAY	     45.087	     18.209	     36.708	     20.568	      1.346	     21.832
       429	   61078000	          Haplic Ferrasols	      SANDY CLAY	     45.657	     18.180	     36.161	     19.822	      1.349	     21.821
       430	   61085000	          Haplic Ferrasols	      SANDY CLAY	     47.119	     16.921	     35.996	     24.145	      1.291	     22.250
       431	   61090000	          Haplic Ferrasols	      SANDY CLAY	     46.726	     16.786	     36.505	     23.194	      1.308	     22.006
       432	   61100000	          Haplic Ferrasols	      SANDY CLAY	     45.413	     17.168	     37.377	     20.685	      1.315	     21.755
       433	   61105000	          Haplic Ferrasols	      SANDY CLAY	     45.810	     17.068	     37.061	     20.059	      1.357	     21.593
       434	   61107000	          Haplic Ferrasols	      SANDY CLAY	     46.688	     16.853	     36.450	     21.117	      1.332	     21.651
       435	   61115000	          Haplic Ferrasols	      SANDY CLAY	     46.204	     16.518	     37.282	     25.684	      1.351	     22.840
       436	   61122000	          Haplic Ferrasols	      SANDY CLAY	     45.081	     17.336	     37.527	     19.375	      1.377	     20.894
       437	   61135000	          Haplic Ferrasols	      SANDY CLAY	     47.102	     16.752	     36.132	     19.353	      1.349	     21.523
       438	   61173000	          Haplic Ferrasols	       CLAY LOAM	     43.185	     17.575	     39.264	     19.636	      1.360	     21.273
       439	   61267000	          Haplic Ferrasols	       CLAY LOAM	     43.650	     22.300	     34.046	     41.889	      1.181	     17.328
       440	   61271000	          Haplic Cambisols	 SANDY CLAY LOAM	     45.147	     21.143	     33.716	     38.810	      1.207	     18.492
       441	   61295000	          Haplic Ferrasols	      SANDY CLAY	     45.647	     18.776	     35.626	     31.092	      1.272	     20.793
       442	   61460000	          Haplic Ferrasols	       CLAY LOAM	     44.959	     20.129	     34.944	     29.379	      1.280	     22.091
       443	   61473000	          Haplic Ferrasols	      SANDY CLAY	     45.159	     19.673	     35.172	     33.248	      1.275	     22.531
       444	   61500000	          Haplic Ferrasols	      SANDY CLAY	     45.274	     18.502	     36.263	     28.637	      1.291	     22.219
       445	   61510000	          Haplic Ferrasols	       CLAY LOAM	     44.936	     19.646	     35.445	     27.138	      1.298	     22.475
       446	   61520000	          Haplic Ferrasols	      SANDY CLAY	     45.610	     18.832	     35.576	     12.887	      1.358	     22.177
       447	   61537000	          Haplic Ferrasols	       CLAY LOAM	     44.965	     19.247	     35.808	     22.910	      1.319	     22.081
       448	   61610000	          Haplic Ferrasols	      SANDY CLAY	     45.668	     17.545	     36.781	     19.318	      1.338	     22.398
       449	   61700000	          Haplic Ferrasols	      SANDY CLAY	     48.268	     16.310	     35.396	     16.076	      1.372	     22.681
       450	   61770000	          Haplic Ferrasols	      SANDY CLAY	     48.961	     15.712	     35.280	     14.315	      1.387	     18.278
       451	   61800500	          Haplic Ferrasols	      SANDY CLAY	     46.854	     17.106	     36.076	     24.844	      1.303	     23.811
       452	   61815000	          Haplic Ferrasols	      SANDY CLAY	     46.620	     16.708	     36.588	     16.216	      1.343	     21.187
       453	   61826000	          Haplic Ferrasols	      SANDY CLAY	     45.880	     17.859	     36.236	     13.246	      1.376	     17.485
       454	   61830000	          Haplic Ferrasols	      SANDY CLAY	     46.323	     17.714	     35.966	     15.748	      1.350	     18.236
       455	   61861000	          Haplic Ferrasols	      SANDY CLAY	     45.863	     18.366	     35.805	     29.307	      1.291	     23.351
       456	   61865000	          Haplic Ferrasols	      SANDY CLAY	     46.408	     18.261	     35.353	     23.312	      1.326	     19.684
       457	   61879000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.443	     17.324	     34.246	     22.371	      1.321	     17.007
       458	   61886000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.499	     17.034	     34.478	     17.694	      1.344	     15.976
       459	   61902000	          Haplic Ferrasols	      SANDY CLAY	     48.032	     16.688	     35.279	     13.889	      1.360	     14.695
       460	   61912000	          Haplic Ferrasols	      SANDY CLAY	     48.231	     16.546	     35.221	     12.865	      1.362	     14.505
       461	   61915000	          Haplic Ferrasols	      SANDY CLAY	     47.160	     16.943	     35.893	     11.424	      1.360	     14.155
       462	   62395000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.574	     17.230	     31.197	     17.584	      1.302	     14.876
       463	   62600000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.343	     18.743	     33.936	     26.305	      1.270	     16.645
       464	   62615000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.081	     18.144	     33.795	     23.656	      1.284	     15.906
       465	   62625000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.741	     17.667	     34.629	     20.307	      1.321	     14.695
       466	   62665000	          Haplic Ferrasols	 SANDY CLAY LOAM	     47.464	     18.829	     33.695	     30.342	      1.226	     15.671
       467	   62670000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.146	     18.677	     33.164	     25.543	      1.250	     15.684
       468	   62760130	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.725	     14.498	     31.759	     15.594	      1.372	     14.168
       469	   63350100	          Haplic Ferrasols	      SANDY LOAM	     71.651	     10.539	     17.781	      4.843	      1.425	     14.791
       470	   63900001	          Haplic Ferrasols	 SANDY CLAY LOAM	     65.096	     11.633	     23.243	      4.263	      1.413	     12.575
       471	   63955000	          Haplic Ferrasols	 SANDY CLAY LOAM	     63.727	     12.013	     24.226	      4.211	      1.402	     12.198
       472	   64065000	          Haplic Ferrasols	 SANDY CLAY LOAM	     48.114	     18.440	     33.457	     17.172	      1.265	     13.079
       473	   64360000	          Haplic Ferrasols	       CLAY LOAM	     41.472	     21.961	     36.560	     20.592	      1.296	     11.194
       474	   64362000	          Haplic Ferrasols	       CLAY LOAM	     44.613	     21.226	     34.154	     16.382	      1.323	     10.994
       475	   64380000	          Haplic Ferrasols	       CLAY LOAM	     39.876	     22.734	     37.368	     20.246	      1.305	      9.464
       476	   64382000	          Haplic Ferrasols	       CLAY LOAM	     42.011	     21.886	     36.085	     16.165	      1.322	     10.623
       477	   64442800	          Haplic Ferrasols	            CLAY	     27.491	     26.550	     45.939	     27.298	      1.289	      9.007
       478	   64447000	          Haplic Ferrasols	            CLAY	     31.058	     25.762	     43.176	     26.863	      1.303	     10.707
       479	   64465000	          Haplic Ferrasols	            CLAY	     32.123	     25.425	     42.449	     25.722	      1.302	     10.977
       480	   64501000	          Haplic Ferrasols	            CLAY	     33.946	     24.798	     41.252	     24.725	      1.293	     11.018
       481	   64507000	          Haplic Ferrasols	            CLAY	     33.590	     24.241	     42.166	     23.612	      1.294	     11.157
       482	   64508500	           Acric Ferrasols	            CLAY	     32.487	     21.163	     46.348	     18.251	      1.296	     12.052
       483	   64550000	          Haplic Ferrasols	      SANDY CLAY	     45.385	     15.592	     39.006	     11.253	      1.363	     11.209
       484	   64613000	           Acric Ferrasols	       CLAY LOAM	     44.593	     16.003	     39.387	      6.674	      1.360	     13.334
       485	   64617000	           Acric Ferrasols	      SANDY CLAY	     47.254	     15.244	     37.486	      6.753	      1.358	     12.460
       486	   64620000	          Haplic Ferrasols	            CLAY	     27.156	     26.994	     45.840	     26.899	      1.305	      8.278
       487	   64625000	          Haplic Ferrasols	            CLAY	     29.964	     26.935	     43.104	     26.653	      1.308	      8.201
       488	   64645000	          Haplic Ferrasols	            CLAY	     28.142	     26.121	     45.738	     27.567	      1.295	      8.310
       489	   64652000	           Haplic Acrisols	       CLAY LOAM	     39.243	     24.564	     36.185	     18.436	      1.315	      9.569
       490	   64655000	          Haplic Ferrasols	            CLAY	     30.933	     25.475	     43.589	     25.166	      1.303	      8.646
       491	   64659000	  Haplic Nitisols (Rhodic)	            CLAY	     27.774	     25.043	     47.181	     25.718	      1.335	      8.039
       492	   64673000	           Acric Ferrasols	            CLAY	     26.191	     20.292	     53.514	     25.810	      1.358	     12.019
       493	   64675002	           Acric Ferrasols	            CLAY	     30.510	     23.979	     45.507	     23.366	      1.318	      9.307
       494	   64682000	          Haplic Ferrasols	 SANDY CLAY LOAM	     62.382	     11.713	     25.895	     10.125	      1.395	     11.671
       495	   64685000	          Haplic Ferrasols	            CLAY	     33.709	     22.240	     44.046	     21.642	      1.328	      9.816
       496	   64693000	          Haplic Ferrasols	            CLAY	     39.452	     20.254	     40.286	     19.242	      1.340	     10.280
       497	   64715001	          Haplic Ferrasols	      SANDY CLAY	     48.228	     13.832	     37.932	      8.190	      1.349	     11.306
       498	   64771500	           Acric Ferrasols	            CLAY	     21.749	     28.108	     50.146	     31.288	      1.277	      7.904
       499	   64773000	           Acric Ferrasols	            CLAY	     25.232	     27.405	     47.360	     28.710	      1.297	      8.647
       500	   64775000	           Acric Ferrasols	            CLAY	     25.867	     26.346	     47.784	     25.835	      1.303	      8.981
       501	   64785000	           Acric Ferrasols	            CLAY	     24.643	     20.462	     54.881	     18.725	      1.316	     13.439
       502	   64795000	           Acric Ferrasols	            CLAY	     23.193	     25.508	     51.295	     27.864	      1.300	      8.691
       503	   64799500	           Acric Ferrasols	            CLAY	     23.587	     24.702	     51.706	     26.953	      1.304	      9.109
       504	   64810000	          Haplic Ferrasols	      SANDY CLAY	     46.081	     14.899	     39.008	     10.981	      1.370	     13.576
       505	   64815000	          Haplic Ferrasols	 SANDY CLAY LOAM	     51.087	     14.015	     34.881	     10.694	      1.378	     13.454
       506	   64820000	           Acric Ferrasols	            CLAY	     29.725	     22.123	     48.145	     23.125	      1.320	     10.174
       507	   64830000	           Acric Ferrasols	            CLAY	     29.906	     21.403	     48.685	     23.022	      1.326	     10.465
       508	   64843000	          Haplic Ferrasols	 SANDY CLAY LOAM	     53.250	     15.661	     31.076	      9.385	      1.364	     18.246
       509	   65010000	          Haplic Ferrasols	       CLAY LOAM	     36.336	     23.731	     39.913	     27.380	      1.239	     14.148
       510	   65015400	          Haplic Ferrasols	            CLAY	     34.742	     23.923	     41.308	     30.625	      1.271	     13.094
       511	   65025000	          Haplic Ferrasols	       CLAY LOAM	     36.298	     23.772	     39.908	     29.940	      1.263	     14.083
       512	   65027000	           Haplic Acrisols	            CLAY	     32.658	     24.447	     42.850	     28.676	      1.287	     11.273
       513	   65094500	          Haplic Cambisols	            CLAY	     32.276	     26.506	     41.232	     28.774	      1.246	     10.045
       514	   65095000	          Haplic Cambisols	            CLAY	     32.265	     26.498	     41.250	     28.936	      1.246	     10.037
       515	   65135000	          Haplic Ferrasols	            CLAY	     33.229	     24.495	     42.256	     28.372	      1.252	     10.867
       516	   65136550	          Haplic Ferrasols	            CLAY	     33.444	     24.182	     42.359	     28.877	      1.257	     10.569
       517	   65220000	          Haplic Ferrasols	            CLAY	     30.602	     26.453	     42.938	     29.636	      1.275	     10.819
       518	   65310000	          Haplic Ferrasols	            CLAY	     29.448	     26.756	     43.790	     30.155	      1.270	     10.587
       519	   65365000	             Alic Nitisols	            CLAY	     20.525	     27.111	     52.417	     27.864	      1.251	      7.660
       520	   65925000	             Alic Nitisols	            CLAY	     16.986	     27.119	     55.904	     48.944	      1.208	      8.139
       521	   65945000	           Acric Ferrasols	            CLAY	     13.880	     26.001	     60.106	     45.696	      1.241	      6.893
       522	   65948000	           Acric Ferrasols	            CLAY	     16.188	     26.959	     56.858	     43.804	      1.269	      5.116
       523	   65960000	           Acric Ferrasols	            CLAY	     17.012	     27.239	     55.749	     44.302	      1.245	      7.307
       524	   65979000	           Acric Ferrasols	            CLAY	     22.810	     25.726	     51.458	     32.895	      1.322	      7.185
       525	   66260001	          Haplic Ferrasols	      SANDY LOAM	     63.364	     16.925	     19.704	     16.684	      1.395	     22.663
       526	   67100000	          Haplic Ferrasols	 SANDY CLAY LOAM	     58.696	     20.537	     20.757	     21.577	      1.376	     26.040
       527	   70100000	          Vertic Cambisols	       CLAY LOAM	     30.508	     29.785	     39.729	     60.506	      1.180	      9.888
       528	   70200000	             Alic Nitisols	       CLAY LOAM	     30.199	     29.981	     39.830	     58.047	      1.200	      9.568
       529	   70300000	             Alic Nitisols	            CLAY	     28.812	     29.650	     41.538	     58.327	      1.201	      8.791
       530	   70500000	             Alic Nitisols	            CLAY	     27.186	     29.266	     43.533	     61.169	      1.233	      9.314
       531	   71200000	          Haplic Cambisols	       CLAY LOAM	     32.008	     30.077	     37.929	     41.997	      1.170	      9.051
       532	   71250000	          Haplic Cambisols	       CLAY LOAM	     31.977	     29.733	     38.302	     42.963	      1.187	      9.170
       533	   71300000	          Haplic Cambisols	       CLAY LOAM	     32.228	     29.747	     38.033	     39.978	      1.186	      9.143
       534	   71383000	             Alic Nitisols	       CLAY LOAM	     32.738	     29.509	     37.754	     38.901	      1.211	      9.546
       535	   71498000	             Alic Nitisols	            CLAY	     24.826	     28.436	     46.729	     32.851	      1.209	      8.912
       536	   71550000	             Alic Nitisols	            CLAY	     28.897	     29.087	     42.010	     36.366	      1.216	      9.341
       537	   72430000	             Alic Nitisols	            CLAY	     20.669	     29.567	     49.749	     57.398	      1.310	     10.439
       538	   72630000	          Haplic Ferrasols	            CLAY	     21.662	     29.189	     49.143	     64.533	      1.333	      9.020
       539	   72680000	          Haplic Ferrasols	            CLAY	     21.721	     29.164	     49.111	     63.801	      1.329	      8.846
       540	   72715000	             Alic Nitisols	            CLAY	     24.103	     27.856	     48.049	     29.072	      1.212	      9.027
       541	   72810000	             Alic Nitisols	            CLAY	     23.280	     28.794	     47.925	     29.477	      1.221	      8.718
       542	   72870000	             Alic Nitisols	            CLAY	     18.831	     30.685	     50.489	     46.815	      1.251	     10.448
       543	   73300000	             Alic Nitisols	            CLAY	     20.143	     28.493	     51.378	     38.127	      1.200	      8.025
       544	   73330000	             Alic Nitisols	            CLAY	     20.041	     29.103	     50.871	     39.951	      1.215	      7.786
       545	   73350000	             Alic Nitisols	            CLAY	     20.826	     29.369	     49.809	     42.702	      1.238	      7.543
       546	   73600000	             Alic Nitisols	            CLAY	     19.180	     27.902	     52.939	     47.637	      1.211	      9.005
       547	   73690001	             Alic Nitisols	            CLAY	     21.927	     27.064	     51.022	     33.221	      1.202	      8.891
       548	   73765000	  Haplic Nitisols (Rhodic)	            CLAY	     20.583	     30.257	     49.150	     43.040	      1.271	      6.143
       549	   73770000	             Alic Nitisols	            CLAY	     20.055	     28.368	     51.580	     43.634	      1.227	      8.627
       550	   73780000	           Acric Ferrasols	            CLAY	     21.052	     29.592	     49.336	     42.599	      1.249	      6.196
       551	   73820000	  Haplic Nitisols (Rhodic)	            CLAY	     21.227	     29.835	     48.929	     44.210	      1.273	      6.301
       552	   73900000	  Haplic Nitisols (Rhodic)	            CLAY	     21.387	     28.874	     49.726	     46.440	      1.301	      6.982
       553	   73960000	             Alic Nitisols	            CLAY	     20.789	     28.905	     50.305	     44.086	      1.249	      8.284
       554	   74100000	             Alic Nitisols	            CLAY	     24.470	     29.464	     46.064	     48.060	      1.258	      9.292
       555	   74205000	          Haplic Ferrasols	            CLAY	     23.007	     27.024	     49.980	     57.102	      1.293	     10.046
       556	   74270000	          Haplic Ferrasols	            CLAY	     23.532	     27.779	     48.682	     60.429	      1.313	      8.372
       557	   74295000	  Haplic Nitisols (Rhodic)	            CLAY	     22.636	     29.273	     48.047	     41.312	      1.330	      6.905
       558	   74320000	  Haplic Nitisols (Rhodic)	            CLAY	     22.852	     29.139	     48.001	     43.805	      1.302	      6.760
       559	   74370000	          Haplic Ferrasols	            CLAY	     23.895	     26.552	     49.559	     60.487	      1.324	      8.441
       560	   74460000	          Haplic Ferrasols	            CLAY	     25.023	     25.049	     49.916	     71.935	      1.328	     10.330
       561	   74470000	          Haplic Ferrasols	            CLAY	     24.497	     25.929	     49.569	     63.345	      1.338	      8.932
       562	   74700000	          Haplic Ferrasols	            CLAY	     24.916	     27.268	     47.791	     55.709	      1.339	      9.319
       563	   74750000	          Haplic Ferrasols	            CLAY	     26.299	     26.977	     46.721	     41.536	      1.342	      8.675
       564	   74800000	             Alic Nitisols	            CLAY	     25.046	     28.852	     46.098	     48.174	      1.281	      8.748
       565	   74880000	          Haplic Ferrasols	            CLAY	     27.246	     26.581	     46.142	     44.102	      1.342	      9.733
       566	   74900000	          Haplic Ferrasols	            CLAY	     28.191	     26.691	     45.098	     39.911	      1.345	      9.146
       567	   75550000	             Alic Nitisols	            CLAY	     25.970	     28.421	     45.605	     46.906	      1.294	      9.294
       568	   76310000	  Haplic Nitisols (Eutric)	 SANDY CLAY LOAM	     47.699	     26.833	     25.466	     25.603	      1.455	     14.810
       569	   77150000	           Haplic Acrisols	       CLAY LOAM	     33.490	     27.922	     38.586	     40.365	      1.327	     12.392
       570	   81125000	          Haplic Cambisols	            CLAY	     36.889	     23.002	     40.098	     18.969	      1.250	     10.044
       571	   81140000	           Haplic Acrisols	       CLAY LOAM	     39.630	     24.389	     35.976	     22.158	      1.266	      9.488
       572	   81200000	           Haplic Acrisols	       CLAY LOAM	     37.889	     24.095	     38.022	     20.159	      1.264	      9.901
       573	   82009080	           Haplic Acrisols	       CLAY LOAM	     42.739	     23.085	     34.127	     25.602	      1.252	     13.011
       574	   82170000	          Haplic Cambisols	       CLAY LOAM	     41.103	     25.386	     33.499	     43.591	      1.155	     11.467
       575	   82320000	          Haplic Cambisols	            CLAY	     32.650	     26.968	     40.422	     32.541	      1.243	      8.117
       576	   82350000	           Haplic Acrisols	       CLAY LOAM	     36.999	     25.750	     37.282	     30.450	      1.248	     10.355
       577	   82770000	          Haplic Ferrasols	       CLAY LOAM	     43.238	     23.809	     32.952	     48.091	      1.231	     17.044
       578	   83050000	             Alic Nitisols	       CLAY LOAM	     33.284	     28.674	     38.041	     29.681	      1.276	      8.459
       579	   83105000	          Haplic Cambisols	       CLAY LOAM	     34.705	     28.617	     36.678	     42.407	      1.236	      8.345
       580	   83250000	           Haplic Acrisols	       CLAY LOAM	     34.509	     28.798	     36.688	     45.322	      1.278	      9.404
       581	   83300200	           Haplic Acrisols	       CLAY LOAM	     34.465	     28.659	     36.875	     38.827	      1.289	      9.477
       582	   83345000	             Alic Nitisols	       CLAY LOAM	     31.706	     28.599	     39.691	     25.492	      1.304	      8.453
       583	   83440000	           Haplic Acrisols	       CLAY LOAM	     34.116	     28.348	     37.538	     26.722	      1.298	      8.214
       584	   83660000	          Haplic Cambisols	       CLAY LOAM	     33.215	     27.626	     39.178	     27.248	      1.251	      7.856
       585	   83675000	          Haplic Cambisols	       CLAY LOAM	     34.487	     26.821	     38.705	     23.664	      1.249	      8.839
       586	   83690000	           Haplic Acrisols	       CLAY LOAM	     34.762	     28.284	     36.957	     33.373	      1.293	      8.914
       587	   83800002	           Haplic Acrisols	       CLAY LOAM	     35.133	     27.873	     36.999	     32.318	      1.291	      9.127
       588	   83880000	           Haplic Acrisols	       CLAY LOAM	     42.552	     22.490	     34.984	     20.035	      1.346	     11.246
       589	   84071000	          Haplic Cambisols	       CLAY LOAM	     37.029	     26.229	     36.773	     29.279	      1.306	      8.020
       590	   84095000	           Haplic Acrisols	       CLAY LOAM	     37.956	     25.581	     36.488	     27.727	      1.310	      8.008
       591	   84100000	          Haplic Cambisols	       CLAY LOAM	     39.634	     24.844	     35.544	     23.984	      1.294	      8.215
       592	   84520000	          Haplic Cambisols	       CLAY LOAM	     39.280	     27.065	     33.659	     23.779	      1.225	      8.442
       593	   84551000	           Haplic Acrisols	       CLAY LOAM	     39.470	     26.840	     33.695	     33.402	      1.250	     11.980
       594	   84580000	           Haplic Acrisols	       CLAY LOAM	     39.396	     26.491	     34.127	     31.785	      1.253	     10.549
       595	   84600000	           Haplic Acrisols	       CLAY LOAM	     42.811	     24.600	     32.585	     23.998	      1.248	      9.122
       596	   84853000	           Haplic Acrisols	       CLAY LOAM	     39.417	     27.017	     33.572	     32.754	      1.210	     11.387
       597	   85400000	          Haplic Ferrasols	            CLAY	     29.032	     27.900	     43.065	     59.442	      1.361	     10.062
       598	   85438000	           Haplic Acrisols	       CLAY LOAM	     39.806	     28.649	     31.552	     31.344	      1.421	     13.097
       599	   85480000	           Haplic Acrisols	 SANDY CLAY LOAM	     47.585	     25.993	     26.411	     27.112	      1.464	     12.920
       600	   85900000	           Haplic Acrisols	       CLAY LOAM	     37.749	     28.032	     34.220	     44.102	      1.411	     12.858
       601	   86100000	             Alic Nitisols	       CLAY LOAM	     33.644	     29.718	     36.641	     50.468	      1.203	      8.779
       602	   86160000	             Alic Nitisols	       CLAY LOAM	     33.305	     29.236	     37.461	     59.164	      1.228	      8.730
       603	   86410000	             Alic Nitisols	            CLAY	     24.601	     30.621	     44.768	     52.193	      1.315	     10.741
       604	   86420000	             Alic Nitisols	            CLAY	     24.189	     30.748	     45.058	     53.516	      1.317	     10.255
       605	   86480000	             Alic Nitisols	            CLAY	     26.190	     31.081	     42.749	     50.596	      1.328	      8.630
       606	   86500000	             Alic Nitisols	            CLAY	     26.720	     31.021	     42.277	     50.134	      1.329	      8.321
       607	   86510000	             Alic Nitisols	       CLAY LOAM	     29.383	     30.655	     39.968	     50.110	      1.283	      8.846
       608	   86560000	             Alic Nitisols	            CLAY	     27.680	     30.304	     42.021	     52.838	      1.351	      7.820
       609	   86580000	             Alic Nitisols	            CLAY	     27.850	     30.384	     41.772	     51.937	      1.347	      7.744
       610	   86700000	             Alic Nitisols	            CLAY	     28.214	     31.655	     40.168	     35.120	      1.325	      6.231
       611	   86745000	             Alic Nitisols	       CLAY LOAM	     29.666	     30.754	     39.601	     39.658	      1.307	      6.833
       612	   87170000	             Alic Nitisols	       CLAY LOAM	     34.170	     29.826	     36.014	     42.134	      1.269	      8.326
       613	   87380000	           Haplic Acrisols	       CLAY LOAM	     38.129	     28.224	     33.662	     35.434	      1.281	     11.453
       614	   87382000	           Haplic Acrisols	       CLAY LOAM	     38.770	     27.980	     33.262	     37.228	      1.285	     11.823
       615	   87450100	           Haplic Acrisols	 SANDY CLAY LOAM	     50.016	     22.366	     27.596	     71.609	      1.426	     14.935
       616	   88575000	           Haplic Acrisols	 SANDY CLAY LOAM	     47.425	     25.629	     26.943	     50.178	      1.355	      9.530
       617	   88750000	           Haplic Acrisols	 SANDY CLAY LOAM	     47.223	     25.508	     27.233	     59.331	      1.374	     12.967
       618	   88850000	           Haplic Acrisols	 SANDY CLAY LOAM	     45.839	     25.538	     28.603	     53.069	      1.359	      9.987
       619	   12400000	           Haplic Acrisols	       CLAY LOAM	     38.550	     30.782	     30.678	     16.644	      1.306	     23.401
       620	   20200000	          Haplic Ferrasols	 SANDY CLAY LOAM	     49.747	     18.324	     31.931	      7.438	      1.337	     32.119
